Market ID,Title,Category,Pexels Search,Filename,Priority
537485,Will the U.S. collect between $100b and $200b in revenue in ,Economics,cargo ship port international trade,market_537485.jpg,Normal
537487,Will the U.S. collect between $500b and $1t in revenue in 20,Economics,cargo ship port international trade,market_537487.jpg,Normal
537486,Will the U.S. collect between $200b and $500b in revenue in ,Economics,cargo ship port international trade,market_537486.jpg,Normal
537490,Will tariffs generate >$250b in 2025?,Economics,cargo ship port international trade,market_537490.jpg,Normal
521948,Will Elon and DOGE cut between $200-250b in federal spending,Economics,government budget finance economy,market_521948.jpg,Normal
521947,Will Elon and DOGE cut between $150-200b in federal spending,Economics,government budget finance economy,market_521947.jpg,Normal
new_60034,Will Barbie win Best Picture at 2026 Oscars?,Entertainment,entertainment media performance,market_new_60034.jpg,Normal
new_60035,Will Taylor Swift marry Travis Kelce in 2026?,Entertainment,entertainment media performance,market_new_60035.jpg,Normal
540881,GTA VI released before June 2026?,Entertainment,video game controller gaming console,market_540881.jpg,Normal
new_60036,Will Beyoncé tour in 2026?,Entertainment,entertainment media performance,market_new_60036.jpg,Normal
540816,Russia-Ukraine Ceasefire before GTA VI?,Entertainment,video game controller gaming console,market_540816.jpg,Normal
540817,New Rihanna Album before GTA VI?,Entertainment,video game controller gaming console,market_540817.jpg,Normal
new_60037,Will Succession win Emmy for Best Drama?,Entertainment,entertainment media performance,market_new_60037.jpg,Normal
new_60039,Will Disney+ subscriber count exceed Netflix?,Entertainment,entertainment media performance,market_new_60039.jpg,Normal
540818,New Playboi Carti Album before GTA VI?,Entertainment,video game controller gaming console,market_540818.jpg,Normal
new_60038,Will Avatar 3 outgross Avatar 2?,Entertainment,entertainment media performance,market_new_60038.jpg,Normal
527079,Will GTA 6 cost $100+?,Entertainment,video game controller gaming console,market_527079.jpg,Normal
540843,Will China invades Taiwan before GTA VI?,Entertainment,video game controller gaming console,market_540843.jpg,Normal
540844,Will bitcoin hit $1m before GTA VI?,Entertainment,video game controller gaming console,market_540844.jpg,Normal
540820,Trump out as President before GTA VI?,Entertainment,video game controller gaming console,market_540820.jpg,Normal
517311,"Will Trump deport 250,000-500,000 people?",Politics,border fence immigration customs,market_517311.jpg,Normal
new_60007,Will Trump pardon January 6 defendants by June 2026?,Politics,politics government campaign election,market_new_60007.jpg,Normal
new_60002,Will VP Vance run for President in 2028?,Politics,politics government campaign election,market_new_60002.jpg,Normal
new_60003,Will Senate flip to Democrats in 2026 midterms?,Politics,politics government campaign election,market_new_60003.jpg,Normal
new_60001,Will Trump's approval rating exceed 50% by March 2026?,Politics,politics government campaign election,market_new_60001.jpg,Normal
new_60005,Will AOC challenge Schumer in 2028 Senate primary?,Politics,politics government campaign election,market_new_60005.jpg,Normal
517313,"Will Trump deport 500,000-750,000- people?",Politics,border fence immigration customs,market_517313.jpg,Normal
new_60004,Will Newsom announce 2028 presidential run by July 2026?,Politics,politics government campaign election,market_new_60004.jpg,Normal
multi_003,What will Trump's first action as President be?,Politics,politics government capitol building,market_multi_003.jpg,Normal
517314,"Will Trump deport 750,000-1,000,000 people?",Politics,border fence immigration customs,market_517314.jpg,Normal
new_60008,Will federal abortion ban pass Congress by 2027?,Politics,politics government campaign election,market_new_60008.jpg,Normal
517321,"Will Trump deport 750,000 or more people in 2025?",Politics,border fence immigration customs,market_517321.jpg,Normal
new_60006,Will Supreme Court overturn same-sex marriage by 2027?,Politics,politics government campaign election,market_new_60006.jpg,Normal
517315,"Will Trump deport 1,000,000-1,250,000 people?",Politics,border fence immigration customs,market_517315.jpg,Normal
517319,"Will Trump deport 2,000,000 or more people?",Politics,border fence immigration customs,market_517319.jpg,Normal
517318,"Will Trump deport 1,750,000-2,000,000 people?",Politics,border fence immigration customs,market_517318.jpg,Normal
517316,"Will Trump deport 1,250,000-1,500,000 people?",Politics,border fence immigration customs,market_517316.jpg,Normal
517317,"Will Trump deport 1,500,000-1,750,000 people?",Politics,border fence immigration customs,market_517317.jpg,Normal
517310,"Will Trump deport less than 250,000?",Politics,border fence immigration customs,market_517310.jpg,Normal
new_60010,Will Lionel Messi win 2026 World Cup with Argentina?,Sports,sports action stadium athletes,market_new_60010.jpg,Normal
new_60018,Will Novak Djokovic win another Grand Slam?,Sports,sports action stadium athletes,market_new_60018.jpg,Normal
553842,Will the New York Islanders win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553842.jpg,Normal
553838,Will the Minnesota Wild win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553838.jpg,Normal
550694,Will Italy qualify for the 2026 FIFA World Cup?,Sports,soccer football italy world cup,market_550694.jpg,Normal
new_60014,Will Simone Biles compete in 2028 Olympics?,Sports,sports action stadium athletes,market_new_60014.jpg,Normal
new_60015,Will Michigan repeat as College Football champions?,Sports,sports action stadium athletes,market_new_60015.jpg,Normal
new_60013,Will Tiger Woods play in 2026 Masters?,Sports,sports action stadium athletes,market_new_60013.jpg,Normal
553831,Will the Los Angeles Kings win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553831.jpg,Normal
new_60009,Will Caitlin Clark win MVP in 2026 WNBA season?,Sports,sports action stadium athletes,market_new_60009.jpg,Normal
550706,Will Poland qualify for the 2026 FIFA World Cup?,Sports,soccer football poland world cup,market_550706.jpg,Normal
new_60016,"Will Saquon Barkley rush for 2,000 yards?",Sports,sports action stadium athletes,market_new_60016.jpg,Normal
multi_001,Who will win the 2026 NBA Championship?,Sports,basketball nba sports sports action,market_multi_001.jpg,Normal
new_60011,Will Yankees win 2026 World Series?,Sports,sports action stadium athletes,market_new_60011.jpg,Normal
new_60012,Will Connor McDavid win his first Stanley Cup?,Sports,sports action stadium athletes,market_new_60012.jpg,Normal
550703,Will Sweden qualify for the 2026 FIFA World Cup?,Sports,soccer football sweden world cup,market_550703.jpg,Normal
new_60017,Will Jake Paul fight Canelo Alvarez?,Sports,sports action stadium athletes,market_new_60017.jpg,Normal
553857,Will the Cleveland Cavaliers win the 2026 NBA Finals?,Sports,basketball nba cavaliers sports action,market_553857.jpg,Normal
553861,Will the Indiana Pacers win the 2026 NBA Finals?,Sports,basketball nba pacers sports action,market_553861.jpg,Normal
553856,Will the Oklahoma City Thunder win the 2026 NBA Finals?,Sports,basketball nba thunder sports action,market_553856.jpg,Normal
553860,Will the Houston Rockets win the 2026 NBA Finals?,Sports,basketball nba rockets sports action,market_553860.jpg,Normal
553859,Will the Minnesota Timberwolves win the 2026 NBA Finals?,Sports,basketball nba timberwolves sports action,market_553859.jpg,Normal
553862,Will the Boston Celtics win the 2026 NBA Finals?,Sports,basketball nba celtics sports action,market_553862.jpg,Normal
553840,Will the St. Louis Blues win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553840.jpg,Normal
553864,Will the Orlando Magic win the 2026 NBA Finals?,Sports,basketball nba magic sports action,market_553864.jpg,Normal
553844,Will the Columbus Blue Jackets win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553844.jpg,Normal
553863,Will the Los Angeles Lakers win the 2026 NBA Finals?,Sports,basketball nba lakers sports action,market_553863.jpg,Normal
553825,Will the Florida Panthers win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl panthers sports,market_553825.jpg,Normal
553829,Will the Vegas Golden Knights win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553829.jpg,Normal
553843,Will the Philadelphia Flyers win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl flyers sports,market_553843.jpg,Normal
553848,Will the Anaheim Ducks win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553848.jpg,Normal
553854,Will the Chicago Blackhawks win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553854.jpg,Normal
553849,Will the Montreal Canadiens win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553849.jpg,Normal
553841,Will the Vancouver Canucks win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553841.jpg,Normal
553836,Will the New York Rangers win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl rangers sports,market_553836.jpg,Normal
553851,Will the Buffalo Sabres win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553851.jpg,Normal
553845,Will the Calgary Flames win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553845.jpg,Normal
553839,Will the Utah Mammoth win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553839.jpg,Normal
553846,Will the Nashville Predators win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553846.jpg,Normal
553826,Will the Edmonton Oilers win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl oilers sports,market_553826.jpg,Normal
553834,Will the Toronto Maple Leafs win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl maple leafs sports,market_553834.jpg,Normal
553833,Will the Winnipeg Jets win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553833.jpg,Normal
553847,Will the Detroit Red Wings win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553847.jpg,Normal
553837,Will the Ottawa Senators win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553837.jpg,Normal
553827,Will the Dallas Stars win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553827.jpg,Normal
553858,Will the New York Knicks win the 2026 NBA Finals?,Sports,basketball nba knicks sports action,market_553858.jpg,Normal
553852,Will the Pittsburgh Penguins win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl penguins sports,market_553852.jpg,Normal
553850,Will the Boston Bruins win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl bruins sports,market_553850.jpg,Normal
553853,Will the Seattle Kraken win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553853.jpg,Normal
553855,Will the San Jose Sharks win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553855.jpg,Normal
553835,Will the Washington Capitals win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553835.jpg,Normal
553832,Will the New Jersey Devils win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl devils sports,market_553832.jpg,Normal
553830,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553830.jpg,Normal
553828,Will the Colorado Avalanche win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553828.jpg,Normal
553824,Will the Carolina Hurricanes win the 2026 NHL Stanley Cup?,Sports,ice hockey nhl sports sports,market_553824.jpg,Normal
new_60033,Will Google's Gemini beat GPT-5?,Technology,technology innovation artificial intelligence,market_new_60033.jpg,Normal
new_60029,Will SpaceX launch first manned Mars mission?,Technology,technology innovation artificial intelligence,market_new_60029.jpg,Normal
new_60030,Will TikTok be banned in the US by end of 2026?,Technology,technology innovation artificial intelligence,market_new_60030.jpg,Normal
new_60031,Will Microsoft acquire Nintendo?,Technology,technology innovation artificial intelligence,market_new_60031.jpg,Normal
new_60026,Will Apple Vision Pro 2 launch by December 2026?,Technology,technology innovation artificial intelligence,market_new_60026.jpg,Normal
new_60027,Will ChatGPT reach 1 billion users?,Technology,technology innovation artificial intelligence,market_new_60027.jpg,Normal
550708,Will Ukraine qualify for the 2026 FIFA World Cup?,Technology,soccer football ukraine world cup,market_550708.jpg,Normal
multi_002,What will be the top AI company by market cap in 2027?,Technology,AI technology innovation computer,market_multi_002.jpg,Normal
new_60032,Will Sam Altman remain OpenAI CEO through 2026?,Technology,technology innovation artificial intelligence,market_new_60032.jpg,Normal
new_60028,Will Tesla stock hit $500 by end of 2026?,Technology,technology innovation artificial intelligence,market_new_60028.jpg,Normal
533851,Negative GDP growth in 2025?,Technology,economy business growth finance,market_533851.jpg,Normal
546612,Will OpenAI launch a new consumer hardware product by March ,Technology,artificial intelligence AI technology robot,market_546612.jpg,Normal
new_60048,Will UK rejoin EU by 2027?,World,international diplomacy world global,market_new_60048.jpg,Normal
new_60050,Will Mexico legalize all drugs by end of 2026?,World,international diplomacy world global,market_new_60050.jpg,Normal
new_60046,Will Israel and Hamas reach ceasefire by March 2026?,World,international diplomacy world global,market_new_60046.jpg,Normal
new_60047,Will North Korea conduct nuclear test in 2026?,World,international diplomacy world global,market_new_60047.jpg,Normal
new_60049,Will India surpass China in population officially?,World,international diplomacy world global,market_new_60049.jpg,Normal
